id,temperature_celsius,is_active
372,33.12,true
373,14.16,true
374,19.96,true
375,10.76,true
376,-6.06,false
377,18.05,false
378,1.99,true
379,47.79,false
380,30.63,true
381,45.09,false
382,2.00,false
383,48.48,true
384,34.32,true
385,27.93,true
386,23.65,false
387,23.68,false
388,2.74,false
389,2.47,false
390,14.53,true
391,20.24,false
392,8.16,true
393,46.81,true
394,32.62,false
395,21.36,true
396,-4.59,true
397,-0.71,true
398,40.29,true
399,16.57,false
400,49.97,false
401,29.53,false
402,43.41,true
403,-9.26,true
404,38.28,true
405,15.98,false
406,0.99,true
407,-6.42,false
408,36.79,false
409,39.03,true
410,26.16,false
411,29.68,true
412,42.33,true
413,38.85,true
414,47.64,true
415,4.16,false
416,37.30,true
417,27.03,false
418,25.43,false
419,45.05,false
420,26.08,false
421,20.44,true
422,-0.65,true
423,32.92,false
424,1.68,false
425,7.91,false
426,36.38,true
427,-4.30,false
428,-8.05,false
429,8.23,true
430,2.67,true
431,33.17,false
432,3.43,true
433,21.63,true
434,47.87,false
435,41.95,true
436,-3.64,true
437,9.94,true
438,40.70,true
439,33.51,true
440,2.76,false
441,21.67,true
442,15.86,false
443,-3.45,true
444,2.67,false
445,39.52,false
446,0.01,true
447,-2.03,false
448,47.00,false
449,-7.16,false
450,-8.50,true
451,41.91,true
452,26.76,true
453,15.54,true
454,-9.76,true
455,19.77,false
456,9.08,false
457,-4.37,false
458,33.05,true
459,32.62,true
460,18.90,true
461,5.86,false
462,22.84,true
463,21.96,true
464,44.31,false
465,21.48,false
466,44.01,false
467,33.96,false
468,6.50,true
469,0.73,false
470,5.07,false
471,33.70,false
472,38.62,true
473,36.53,false
474,9.34,false
475,19.62,false
476,23.59,false
477,47.81,false
478,0.49,false
479,-2.94,false
480,31.12,true
481,-8.29,false
482,5.04,false
483,11.42,true
484,3.82,true
485,34.76,true
486,18.64,false
487,27.38,false
488,22.69,false
489,-8.86,true
490,-9.24,true
491,30.29,true
492,44.06,true
493,11.40,true
494,-1.95,false
495,31.85,false
496,43.94,false
497,2.01,true
498,2.67,true
499,22.01,true
500,27.80,false
501,-7.67,true
502,0.57,false
503,33.37,false
504,3.83,false
505,-4.40,false
506,47.44,false
507,19.93,false
508,36.21,true
509,40.73,true
510,46.12,true
511,39.07,false
512,21.57,true
513,22.27,true
514,20.67,false
515,41.71,true
516,24.69,true
517,47.81,false
518,11.61,false
519,38.81,true
520,-6.28,false
521,9.33,true
522,-8.67,false
523,47.00,false
524,-4.04,false
525,36.87,true
526,13.05,false
527,38.19,true
528,16.12,false
529,17.71,true
530,20.84,true
531,46.61,true
532,41.81,true
533,19.21,false
534,28.85,false
535,-6.85,true
536,-0.87,true
537,35.16,true
538,40.34,false
539,0.53,true
540,35.39,true
541,43.92,true
542,-8.95,false
543,22.74,false
544,4.98,true
545,12.35,false
546,29.35,true
547,48.70,true
548,4.19,true
549,33.67,true
550,6.95,false
551,44.77,false
552,6.09,true
553,29.22,false
554,27.94,true
555,13.89,false
556,42.52,false
557,-3.21,false
558,9.72,false
559,36.27,true
560,46.74,true
561,9.30,true
562,8.92,false
563,43.12,false
564,42.78,true
565,18.31,true
566,5.94,true
567,18.23,true
568,22.25,false
569,34.07,true
570,18.85,true
571,49.00,false
572,9.38,true
573,-4.70,false
574,16.76,false
575,49.16,false
576,10.88,true
577,42.38,false
578,15.23,false
579,11.96,false
580,21.57,false
581,-7.56,true
582,5.33,false
583,43.56,true
584,3.80,false
585,-9.87,false
586,14.84,false
587,19.93,false
588,49.07,true
589,32.64,true
590,37.40,false
591,6.58,false
592,-9.75,false
593,21.23,true
594,-7.17,true
595,4.96,true
596,47.69,false
597,-7.80,true
598,-8.77,false
599,3.17,true
600,27.93,false
601,0.45,false
602,25.91,false
603,29.79,false
604,20.01,false
605,49.47,true
606,18.92,false
607,-0.16,false
608,48.72,false
609,2.07,true
610,48.67,true
611,44.46,false
612,1.51,false
613,25.07,true
614,45.00,false
615,6.35,false
616,7.28,false
617,43.56,true
618,5.85,false
619,48.18,false
620,-8.75,false
621,28.54,false
622,-2.69,true
623,17.42,true
624,1.87,true
625,38.92,false
626,26.86,false
627,2.88,true
628,24.75,false
629,-6.40,false
630,30.56,false
631,18.81,false
632,36.06,false
633,40.90,false
634,47.98,false
635,34.36,false
636,41.38,true
637,37.85,false
638,-0.39,true
639,41.17,true
640,19.34,true
641,2.17,true
642,-1.21,true
643,37.98,true
644,6.91,false
645,6.97,false
646,27.30,true
647,11.56,false
648,28.31,true
649,46.15,true
650,35.55,true
651,35.74,false
652,-5.17,false
653,29.24,true
654,11.69,false
655,9.24,false
656,-6.33,true
657,5.02,true
658,2.07,true
659,-2.92,false
660,40.98,false
661,34.52,false
662,37.35,false
663,19.67,false
664,6.29,false
665,-4.85,false
666,7.93,false
667,12.96,true
668,39.06,true
669,24.45,false
670,-8.45,false
671,31.65,false
672,-3.99,false
673,8.81,true
674,34.52,true
675,30.12,true
676,28.22,false
677,4.13,false
678,34.63,true
679,22.80,true
680,-4.36,false
681,38.39,false
682,1.15,true
683,23.36,false
684,25.85,false
685,8.69,false
686,40.06,false
687,32.42,true
688,7.53,false
689,36.29,true
690,44.00,true
691,11.13,true
692,27.00,false
693,7.99,false
694,-5.22,true
695,49.44,true
696,18.39,true
697,15.65,false
698,29.28,true
699,13.73,false
700,-4.39,false
701,18.82,true
702,30.23,true
703,9.29,false
704,47.24,false
705,31.14,true
706,-6.34,true
707,21.35,true
708,3.48,true
709,2.80,false
710,3.68,true
711,34.35,true
712,32.48,false
713,39.75,true
714,8.32,false
715,32.06,true
716,18.72,true
717,10.27,false
718,11.72,true
719,20.54,true
720,-8.03,true
721,10.20,true
722,-7.50,true
723,37.33,true
724,37.35,false
725,43.73,true
726,22.32,true
727,17.84,false
728,6.52,false
729,13.50,true
730,49.69,false
731,46.98,true
732,37.74,false
733,19.36,false
734,29.66,true
735,36.93,false
736,26.46,false
737,27.94,false
738,12.50,true
739,7.86,false
740,19.28,true
741,2.25,true
742,22.49,false
743,8.85,false
744,37.68,true
745,16.28,false
746,48.69,true
747,-8.66,true
748,23.76,false
749,5.14,false
750,17.63,true
751,49.57,true
752,23.11,false
753,44.52,false
754,20.35,false
755,47.45,true
756,15.18,true
757,-2.00,true
758,-8.37,true
759,24.27,false
760,3.12,false
761,44.52,false
762,-7.40,false
763,43.51,true
764,37.55,true
765,42.55,true
766,14.09,false
767,12.81,false
768,-0.93,false
769,20.39,true
770,5.03,true
771,36.48,true
772,11.55,false
773,5.84,true
774,28.24,true
775,-3.78,true
776,42.46,false
777,10.14,true
778,44.83,true
779,42.42,false
780,21.06,false
781,40.34,true
782,44.93,true
783,44.82,true
784,0.64,false
785,-1.95,false
786,3.37,true
787,21.80,false
788,-1.67,true
789,43.02,true
790,-5.50,false
791,49.56,true
792,17.70,true
793,14.18,true
794,39.25,false
795,14.06,true
796,26.36,false
797,-2.79,true
798,20.71,true
799,-5.91,true
800,25.73,false
801,19.14,true
802,13.26,true
803,-1.35,true
804,-9.71,true
805,-8.01,false
806,-5.96,true
807,0.61,true
808,38.09,true
809,22.79,false
810,7.08,false
811,19.24,false
812,7.04,true
813,10.82,true
814,6.53,false
815,-3.73,true
816,4.37,true
817,2.87,true
818,48.68,false
819,27.54,true
820,28.86,false
821,12.81,true
822,45.83,true
823,17.92,false
824,31.04,false
825,-6.10,false
826,-6.63,true
827,10.27,false
828,0.95,false
829,14.50,true
830,3.63,false
831,4.33,true
832,24.98,false
833,40.18,false
834,8.24,false
835,49.28,true
836,28.69,true
837,39.97,false
838,40.58,true
839,7.93,false
840,44.98,true
841,42.29,true
842,11.58,true
843,7.07,false
844,44.70,true
845,44.74,false
846,22.03,false
847,-5.95,false
848,39.31,false
849,28.33,false
850,18.38,true
851,32.14,false
852,49.78,true
853,16.28,true
854,-8.05,true
855,8.15,true
856,34.60,false
857,36.43,true
858,3.68,false
859,34.06,true
860,46.13,false
861,19.30,false
862,10.70,false
863,31.15,false
864,-4.72,false
865,26.54,false
866,24.79,false
867,10.95,false
868,27.26,true
869,18.37,false
870,-6.53,true
871,-6.79,true
872,24.62,false
873,21.86,true
874,10.86,false
875,9.67,false
876,43.65,true
877,29.53,false
878,-9.84,true
879,47.92,true
880,9.24,false
881,0.59,true
882,23.69,false
883,34.15,false
884,48.58,false
885,29.96,true
886,41.39,true
887,9.73,true
888,5.99,true
889,28.30,false
890,35.56,false
891,38.62,true
892,-5.24,true
893,13.28,true
894,25.77,true
895,25.15,true
896,9.96,true
897,9.83,false
898,48.96,false
899,20.40,false
900,6.77,true
901,35.81,false
902,16.18,false
903,24.57,false
904,24.89,true
905,-1.93,false
906,2.56,false
907,49.56,false
908,39.19,true
909,11.62,false
910,8.31,true
911,-5.67,false
912,33.45,false
913,24.81,true
914,36.64,false
915,3.29,true
916,33.16,true
917,15.68,true
918,7.53,false
919,17.73,true
920,36.12,true
921,12.95,false
922,14.72,true
923,9.77,true
924,17.84,false
925,34.78,false
926,17.88,true
927,20.62,true
928,36.45,true
929,28.99,true
930,48.78,true
931,41.12,false
932,33.47,false
933,16.65,true
934,35.34,true
935,-7.98,false
936,17.69,false
937,-6.25,true
938,-5.40,true
939,46.09,true
940,9.79,true
941,33.50,true
942,26.11,true
943,7.15,false
944,27.93,false
945,9.68,true
946,-9.12,false
947,47.66,false
948,24.10,false
949,37.81,false
950,49.17,false
951,32.98,false
952,-7.30,true
953,34.11,true
954,21.82,true
955,0.56,false
956,20.13,false
957,45.21,true
958,22.02,true
959,8.50,false
960,4.65,false
961,-1.13,true
962,-3.08,true
963,18.87,false
964,30.62,false
965,6.89,false
966,-9.64,false
967,7.78,true
968,45.35,true
969,14.85,true
970,22.04,false
971,13.29,true
972,38.38,false
973,-2.72,false
974,14.29,true
975,29.22,true
976,32.89,false
977,-3.56,true
978,1.35,true
979,-0.62,true
980,39.55,false
981,45.40,true
982,2.34,true
983,26.74,true
984,26.93,true
985,29.77,true
986,28.63,true
987,36.80,false
988,8.09,false
989,41.17,false
990,1.65,true
991,14.07,true
992,2.63,false
993,48.48,true
994,28.64,true
995,24.57,true
996,7.28,true
997,7.74,true
998,39.82,false
999,36.27,false
1000,42.77,true
1001,48.24,true
1002,42.78,false
1003,30.55,true
1004,24.80,true
1005,0.58,true
1006,15.65,true
1007,42.06,true
1008,44.20,false
1009,-1.03,false
1010,-3.51,true
1011,6.08,true
1012,-7.24,true
1013,5.93,true
1014,34.43,true
1015,35.97,false
1016,34.41,false
1017,28.04,true
1018,28.90,false
1019,16.60,true
1020,13.65,true
1021,-5.89,true
1022,39.13,false
1023,31.96,false
1024,-1.81,false
1025,14.03,false
1026,22.21,false
1027,25.32,false
1028,-0.56,true
1029,23.97,true
1030,24.88,true
1031,30.22,true
1032,-8.12,false
1033,25.41,false
1034,49.00,true
1035,28.92,true
1036,23.33,false
1037,14.10,false
1038,47.79,false
1039,-0.98,true
1040,10.86,false
1041,43.59,true
1042,44.65,false
1043,34.01,false
1044,14.33,true
1045,8.10,true
1046,41.98,true
1047,32.08,true
1048,14.73,false
1049,41.69,false
1050,8.55,true
1051,16.48,true
1052,3.32,false
1053,17.15,false
1054,43.44,true
1055,-5.68,true
1056,-5.07,false
1057,28.90,false
1058,13.51,true
1059,16.70,true
1060,11.87,false
1061,-2.65,true
1062,26.93,true
1063,-8.82,true
1064,42.82,true
1065,2.71,true
1066,-6.89,false
1067,29.30,true
1068,19.92,true
1069,20.95,false
1070,28.53,false
1071,47.52,false
1072,6.11,false
1073,6.66,true
1074,-5.32,true
1075,17.42,false
1076,42.05,true
1077,23.42,true
1078,45.81,true
1079,20.69,true
1080,6.45,false
1081,-2.75,false
1082,-0.59,true
1083,45.06,false
1084,29.56,true
1085,23.58,true
1086,19.47,true
1087,8.64,false
1088,28.85,true
1089,42.14,true
1090,-2.83,true
1091,-9.20,false
1092,23.66,false
1093,19.12,true
1094,29.84,false
1095,24.47,true
1096,5.49,false
1097,0.77,false
1098,18.40,false
1099,29.28,true
1100,3.50,true
1101,-8.02,false
1102,10.92,false
1103,35.91,true
1104,38.91,true
1105,4.38,true
1106,14.88,true
1107,16.69,true
1108,45.91,true
1109,38.63,true
1110,1.44,true
1111,3.19,false
1112,46.96,true
1113,21.72,true
1114,21.17,false
1115,-1.63,false
1116,10.50,false
1117,30.85,true
1118,19.01,true
1119,7.24,true
1120,46.22,false
1121,1.25,true
1122,17.53,true
1123,37.57,true
1124,35.95,false
1125,29.70,true
1126,27.77,true
1127,-7.70,false
1128,1.99,true
1129,33.73,true
1130,1.07,false
1131,12.80,false
1132,4.15,false
1133,29.74,true
1134,16.39,false
1135,33.67,false
1136,36.70,true
1137,26.22,false
1138,48.11,false
1139,39.44,true
1140,-4.13,true
1141,-3.94,false
1142,47.91,false
1143,37.47,true
1144,21.03,false
1145,32.67,true
1146,35.03,true
1147,2.14,true
1148,6.16,true
1149,38.50,true
1150,34.94,false
1151,14.96,true
1152,30.45,false
1153,29.40,true
1154,23.57,true
1155,38.22,true
1156,-4.13,false
1157,36.06,false
1158,6.44,true
1159,49.91,false
1160,41.16,false
1161,-7.42,true
1162,-0.56,true
1163,48.54,true
1164,-4.36,false
1165,2.85,false
1166,19.59,true
1167,22.68,true
1168,-0.99,true
1169,39.06,false
1170,31.03,true
1171,-1.25,false
1172,41.34,true
1173,2.69,false
1174,38.40,false
1175,18.56,true
1176,-5.17,false
1177,16.43,false
1178,48.91,true
1179,26.32,false
1180,32.33,false
1181,31.95,true
1182,40.31,false
1183,19.54,false
1184,6.46,true
1185,40.86,true
1186,10.54,true
1187,17.21,false
1188,-2.62,false
1189,13.97,false
1190,18.88,true
1191,28.33,false
1192,10.19,false
1193,34.02,true
1194,-8.82,true
1195,-4.94,true
1196,1.12,false
1197,5.35,true
1198,23.72,true
1199,-7.68,false
1200,37.68,false
1201,7.95,true
1202,7.72,true
1203,41.20,false
1204,30.33,true
1205,25.26,false
1206,11.44,true
1207,9.70,true
1208,38.02,false
1209,-3.17,false
1210,29.63,false
1211,22.24,false
1212,14.01,true
1213,0.92,true
1214,9.39,false
1215,31.82,true
1216,43.84,true
1217,24.28,true
1218,24.66,true
1219,17.13,true
1220,15.37,true
1221,45.76,false
1222,21.44,true
1223,20.02,false
1224,47.28,false
1225,43.70,true
1226,3.05,false
1227,11.44,true
1228,40.92,false
1229,31.82,false
1230,31.34,true
1231,42.86,false
1232,39.34,true
1233,23.29,false
1234,-2.68,true
1235,20.44,true
1236,9.47,false
1237,14.08,true
1238,43.93,false
1239,-6.06,false
1240,36.04,true
1241,40.43,true
1242,1.71,false
1243,28.80,true
1244,9.25,true
1245,36.69,true
1246,3.63,false
1247,33.77,false
1248,24.25,false
1249,28.68,false
1250,5.14,false
1251,20.70,true
1252,21.90,true
1253,17.48,false
1254,14.06,true
1255,32.54,false
1256,43.52,false
1257,24.28,true
1258,17.49,true
1259,-9.96,true
1260,12.17,true
1261,34.94,false
1262,26.60,false
1263,27.97,false
1264,39.22,false
1265,0.90,true
1266,44.05,true
1267,26.75,false
1268,22.04,true
1269,7.08,true
1270,-2.53,true
1271,17.20,true
1272,24.59,false
1273,5.87,true
1274,30.10,false
1275,8.09,false
1276,6.26,false
1277,19.23,false
1278,19.35,true
1279,41.53,false
1280,22.62,true
1281,49.50,true
1282,-0.79,false
1283,7.49,true
1284,8.15,true
1285,-5.64,true
1286,-9.84,false
1287,9.03,true
1288,41.02,true
1289,16.69,true
1290,-7.22,false
1291,17.73,false
1292,-3.13,false
1293,36.06,false
1294,29.35,false
1295,16.77,true
1296,21.11,false
1297,-7.16,true
1298,22.26,true
1299,-1.30,false
1300,19.45,false
1301,48.45,true
1302,22.61,false
1303,18.84,true
1304,13.99,false
1305,26.74,false
1306,14.90,false
1307,34.61,true
1308,22.33,true
1309,11.12,false
1310,4.79,false
1311,9.31,true
1312,36.09,true
1313,16.49,false
1314,-6.26,false
1315,35.25,true
1316,40.05,false
1317,1.44,false
1318,-7.97,false
1319,-5.32,false
1320,16.49,false
1321,8.26,true
1322,25.95,true
1323,-4.24,true
1324,39.42,true
1325,47.35,false
1326,34.82,true
1327,6.31,true
1328,-0.50,false
1329,27.82,true
1330,46.04,false
1331,6.76,true
1332,46.74,false
1333,13.97,true
1334,32.69,true
1335,3.00,false
1336,23.86,false
1337,9.44,false
1338,7.48,true
1339,25.74,true
1340,14.91,true
1341,-2.74,false
1342,44.66,true
1343,-1.27,false
1344,38.47,false
1345,20.54,false
1346,27.28,false
1347,47.53,false
1348,5.35,false
1349,43.98,true
1350,-3.83,true
1351,14.44,true
1352,-1.41,false
1353,31.51,true
1354,46.91,true
1355,49.67,false
1356,27.51,false
1357,14.61,false
1358,42.57,true
1359,10.98,false
1360,24.93,false
1361,19.34,true
1362,23.19,false
1363,15.95,false
1364,2.25,true
1365,36.45,false
1366,14.68,true
1367,12.80,true
1368,8.01,true
1369,15.90,false
1370,2.71,true
1371,5.18,true
1372,33.71,true
1373,7.40,false
1374,28.23,true
1375,6.07,false
1376,39.32,true
1377,18.10,true
1378,30.06,false
1379,22.04,false
1380,43.36,true
1381,10.84,false
1382,12.34,false
1383,-7.50,true
1384,49.95,false
1385,24.01,true
1386,11.68,false
1387,3.17,true
1388,4.54,true
1389,32.81,true
1390,0.86,false
1391,-0.86,false
1392,6.13,false
1393,41.60,true
1394,-8.27,true
1395,20.54,true
1396,39.22,false
1397,37.54,true
1398,40.04,false
1399,16.73,true
1400,-8.72,true
1401,48.34,false
1402,38.69,true
1403,-2.98,true
1404,13.94,false
1405,14.13,true
1406,10.03,false
1407,21.78,false
1408,-5.80,true
1409,44.32,false
1410,15.00,false
1411,-2.10,false
1412,45.59,true
1413,-2.82,true
1414,37.14,false
1415,34.81,false
1416,41.28,true
1417,21.88,false
1418,8.57,true
1419,23.40,true
1420,30.72,true
1421,30.60,false
1422,6.58,true
1423,-5.27,true
1424,12.75,false
1425,10.01,true
1426,23.63,false
1427,27.74,true
1428,18.58,false
1429,32.66,false
1430,-1.49,true
1431,7.34,false
1432,1.47,true
1433,33.17,false
1434,12.88,false
1435,19.89,true
1436,19.08,true
1437,-5.96,false
1438,4.83,true
1439,33.40,false
1440,-0.48,false
1441,14.86,true
1442,20.25,false
1443,17.34,false
1444,34.58,false
1445,26.47,true
1446,30.03,false
1447,16.98,false
1448,28.57,true
1449,13.31,true
1450,-0.03,false
1451,-5.63,true
1452,22.31,false
1453,20.97,false
1454,41.13,true
1455,15.12,false
1456,-8.24,false
1457,39.02,true
1458,24.98,false
1459,15.21,true
1460,12.78,true
1461,15.29,true
1462,3.35,false
1463,16.97,true
1464,21.05,false
1465,30.46,true
1466,-6.85,true
1467,47.18,true
1468,27.74,false
1469,31.56,false
1470,5.10,true
1471,10.13,true
1472,27.48,false
1473,23.93,true
1474,42.74,true
1475,-8.19,true
1476,19.39,false
1477,5.87,true
1478,-6.64,true
1479,44.61,false
1480,2.27,false
1481,31.68,false
1482,20.91,false
1483,42.21,true
1484,31.06,true
1485,44.18,true
1486,12.85,false
1487,35.30,true
1488,12.50,false
1489,8.87,false
1490,10.60,true
1491,14.02,false
1492,9.45,false
1493,-3.90,false
1494,42.24,false
1495,-0.64,false
1496,35.75,true
1497,32.10,false
1498,29.74,true
1499,19.68,true
1500,13.07,false
1501,8.44,false
1502,18.94,false
1503,13.28,true
1504,31.38,true
1505,-1.30,false
1506,8.11,false
1507,43.24,true
1508,45.21,false
1509,30.29,false
1510,5.47,false
1511,35.81,false
1512,4.99,true
1513,-2.19,true
1514,34.87,false
1515,-1.01,true
1516,4.60,false
1517,16.70,false
1518,40.31,false
1519,0.24,true
1520,8.82,true
1521,43.11,true
1522,-6.00,true
1523,30.72,false
1524,14.08,true
1525,9.67,true
1526,39.47,true
1527,0.17,true
1528,3.70,false
1529,26.03,true
1530,21.60,false
1531,22.94,false
1532,30.89,false
1533,19.09,true
1534,16.61,true
1535,26.06,false
1536,-2.99,false
1537,14.06,true
1538,44.14,true
1539,3.84,true
1540,18.39,false
1541,38.66,true
1542,15.55,false
1543,11.67,false
1544,27.65,false
1545,29.76,true
1546,22.79,true
1547,38.28,false
1548,27.43,true
1549,35.69,false
1550,16.17,true
1551,24.52,false
1552,10.23,true
1553,-5.15,false
1554,-1.29,true
1555,27.43,false
1556,49.83,true
1557,18.41,true
1558,35.70,true
1559,45.59,true
1560,8.09,true
1561,7.49,true
1562,5.00,true
1563,18.83,true
1564,10.99,true
1565,46.18,true
1566,27.60,true
1567,16.47,false
1568,36.86,false
1569,-2.37,false
1570,8.96,true
1571,0.18,true
1572,43.08,true
1573,40.37,true
1574,29.09,false
1575,-4.02,false
1576,30.52,true
1577,0.39,false
1578,28.22,true
1579,44.14,true
1580,48.47,false
1581,25.92,false
1582,19.73,false
1583,20.01,true
1584,2.46,true
1585,27.40,false
1586,11.67,true
1587,42.72,false
1588,25.43,true
1589,46.30,true
1590,35.11,true
1591,20.57,false
1592,8.16,false
1593,4.05,true
1594,-2.16,true
1595,19.87,true
1596,0.16,true
1597,35.98,false
1598,-7.75,false
1599,20.73,false
1600,-1.60,false
1601,-3.37,false
1602,0.82,true
1603,4.91,true
1604,-2.03,true
1605,-9.51,true
1606,46.38,true
1607,-7.71,false
1608,30.73,true
1609,27.09,true
1610,19.34,true
1611,9.62,false
1612,19.04,false
1613,17.98,false
1614,11.14,false
1615,19.81,true
1616,22.71,true
1617,17.44,true
1618,25.63,false
1619,48.22,true
1620,23.45,false
1621,24.25,false
1622,10.04,false
1623,49.04,false
1624,8.81,true
1625,34.69,false
1626,41.59,true
1627,4.01,false
1628,21.17,true
1629,8.89,false
1630,11.22,true
1631,40.48,true
1632,49.87,false
1633,-2.62,true
1634,45.31,true
1635,47.76,false
1636,17.31,true
